age,annual_income_inr,debt_to_income,credit_utilization,late_payments_12m,accounts_open,loan_amount_inr,employment_length_years,has_mortgage,is_self_employed,region,payment_history_score,default
33,913010,0.275,0.789,0,1,265742,11,0,1,North,0.44,0
65,586819,0.166,0.541,0,3,299868,22,0,0,South,0.443,0
53,853474,0.348,0.624,1,10,631874,14,0,1,West,0.607,0
29,232188,0.572,0.342,0,6,212967,24,1,0,West,0.731,0
27,778261,0.255,0.848,0,10,435864,8,1,1,North,0.622,0
63,407209,0.44,0.064,1,8,10000,28,1,1,West,0.583,0
34,187149,0.635,0.558,1,7,314393,28,1,1,South,0.897,1
58,318964,0.688,0.238,0,1,486189,9,0,0,West,0.786,0
27,601382,0.322,0.474,1,4,269954,8,0,1,South,0.806,0
34,393925,0.122,0.485,2,6,422962,22,0,1,West,0.752,1
34,694018,0.696,0.725,1,7,137886,20,0,0,East,0.534,0
34,147940,0.376,0.365,1,9,206753,21,1,0,East,0.81,0
54,120000,0.246,0.553,0,1,273065,9,0,1,West,1.0,0
65,943096,0.217,0.803,1,8,191502,19,0,0,West,0.791,0
65,825950,0.057,0.642,0,5,479676,14,1,1,South,0.685,0
57,337675,0.458,0.152,0,11,518626,27,0,1,East,0.47,1
30,599250,0.185,0.428,0,11,429533,21,1,0,South,0.586,0
68,854876,0.237,0.645,0,2,10000,19,1,1,East,0.804,0
47,704800,0.304,0.61,0,3,236381,22,0,0,South,0.797,0
47,637055,0.704,0.831,4,10,468419,14,0,0,East,0.545,0
55,873788,0.457,0.397,1,8,267282,7,1,1,West,0.772,0
58,417321,0.459,0.312,1,1,255462,16,0,1,East,0.555,0
67,607794,0.473,0.294,3,2,487037,16,0,0,East,0.83,0
49,595537,0.32,0.239,0,3,497303,13,1,0,South,0.791,0
50,531809,0.127,0.657,1,9,419705,19,0,0,West,0.847,0
57,502548,0.198,0.579,1,3,10000,14,1,1,South,0.626,0
33,618217,0.557,0.296,1,5,76204,1,1,1,South,0.809,0
36,608601,0.334,0.489,4,10,378655,26,0,0,North,0.717,0
51,337893,0.208,0.11,1,4,10000,22,0,0,North,0.76,0
24,800448,0.733,0.094,1,6,627958,29,1,1,North,0.71,0
36,355903,0.473,0.68,0,6,327228,18,1,0,South,0.57,0
56,545441,0.425,0.985,0,7,159189,26,1,1,North,0.749,0
68,526179,0.356,0.353,0,10,193690,19,0,1,East,0.768,0
46,689525,0.232,0.36,1,11,541405,29,1,0,North,0.534,0
40,120000,0.356,0.829,0,10,48071,6,1,1,East,0.786,0
42,822727,0.279,0.423,2,7,10000,8,0,0,East,0.778,0
54,430752,0.281,0.236,1,4,101349,14,1,0,South,0.599,0
47,904990,0.06,0.676,2,10,359069,6,0,0,South,0.74,0
22,480458,0.55,0.497,3,7,620406,17,1,0,South,0.608,0
47,587789,0.407,0.497,0,8,543451,11,1,0,North,0.788,0
40,1078446,0.376,0.66,1,4,212724,10,1,1,South,0.567,1
55,530665,0.43,0.543,1,11,356620,10,1,1,East,0.898,0
63,909712,0.725,0.46,0,5,369591,20,1,0,East,0.891,0
68,609761,0.272,0.289,1,3,344326,4,0,0,West,0.823,0
50,703854,0.141,0.198,0,8,10000,1,1,0,West,0.992,0
38,617489,0.542,0.315,1,3,237242,26,0,0,East,0.914,0
42,811962,0.319,0.561,1,3,458033,15,0,0,South,0.841,0
29,428617,0.325,0.53,0,4,673137,24,0,0,South,0.934,1
66,353987,0.075,0.76,1,4,379545,1,0,1,Central,0.681,0
62,440355,0.466,0.877,1,2,518582,7,1,0,Central,0.617,0
62,624927,0.249,0.474,1,2,476560,13,0,1,West,0.847,0
37,544795,0.549,0.196,1,10,224015,15,1,1,North,0.684,0
36,777568,0.288,0.196,1,7,32878,26,1,0,North,0.838,0
62,926182,0.377,0.35,1,3,526336,4,0,1,Central,0.584,0
47,356040,0.127,0.584,1,10,670490,13,0,1,West,0.601,0
55,416512,0.184,0.425,3,1,215545,4,1,1,South,0.481,0
45,240940,0.582,0.152,0,11,538311,29,1,0,South,0.533,0
42,1107593,0.326,0.667,1,9,330080,19,0,0,North,0.752,1
51,676167,0.473,0.481,1,11,24041,22,1,0,East,0.489,1
60,719950,0.076,0.855,0,6,309369,18,1,0,East,0.552,0
37,264947,0.301,0.482,2,9,186333,28,0,0,North,0.58,0
60,599707,0.309,0.111,0,4,388558,29,1,0,South,0.639,0
32,727311,0.164,0.498,2,6,379877,26,1,1,South,0.713,0
40,536810,0.214,0.823,0,11,170989,6,0,0,West,0.994,0
65,868926,0.133,0.801,0,9,38397,25,1,0,West,0.819,0
67,1177957,0.304,0.39,1,6,208374,7,1,1,Central,0.612,0
66,363234,0.303,0.716,1,3,609957,9,0,0,South,0.703,1
36,344478,0.269,0.64,0,6,65238,0,0,1,North,0.619,0
62,380560,0.346,0.433,0,6,444922,24,1,0,West,0.833,0
66,1001549,0.174,0.162,1,8,419706,27,1,1,South,0.784,0
68,860588,0.429,0.629,0,11,189654,10,0,1,East,0.619,0
22,566118,0.241,0.469,3,1,131402,23,1,0,West,0.758,1
57,609139,0.197,0.452,0,7,418788,25,0,0,East,0.768,0
69,395864,0.373,0.257,1,4,294397,17,0,0,West,0.708,0
58,822506,0.336,0.873,5,7,199320,14,0,1,North,0.759,0
32,505024,0.541,0.558,0,3,394324,19,1,1,North,0.787,1
58,534980,0.306,0.42,0,7,625204,0,0,0,South,1.0,0
26,752197,0.257,0.244,0,1,547932,13,1,1,East,0.88,0
44,553001,0.098,0.886,1,9,325700,27,0,0,West,0.556,0
51,541258,0.23,0.507,3,5,10000,10,1,0,West,0.738,0
43,602643,0.581,0.337,1,1,252239,20,1,0,East,1.0,0
55,798838,0.33,0.318,1,7,99255,1,1,0,West,0.755,0
32,1011623,0.346,0.266,0,5,259298,20,1,1,East,0.977,0
50,746371,0.402,0.408,1,11,230152,9,0,0,South,1.0,0
52,800828,0.299,0.471,1,11,236834,26,0,1,West,0.561,0
52,550036,0.363,0.465,0,8,515288,22,0,1,East,0.69,0
35,423050,0.082,0.576,1,11,254455,28,0,1,East,0.711,0
35,763496,0.181,0.391,1,2,245754,2,1,0,West,0.504,0
33,642810,0.242,0.819,4,7,395318,22,1,0,North,0.909,0
43,244342,0.691,0.755,1,9,88498,8,1,1,South,0.752,0
49,517982,0.258,0.319,1,4,232452,17,0,0,East,0.452,0
38,579275,0.218,0.794,1,5,25948,7,1,1,South,0.748,1
41,472385,0.298,0.24,1,10,424537,5,1,0,North,0.582,0
35,970433,0.344,0.405,1,10,346307,25,1,0,Central,0.697,0
31,719959,0.452,0.721,1,10,713733,21,0,0,Central,0.326,0
53,943293,0.23,0.529,2,8,10000,15,1,1,South,0.672,1
60,665856,0.286,0.712,4,4,494018,15,0,0,North,0.826,0
35,620346,0.103,0.103,0,2,10000,15,1,0,West,0.637,0
63,365850,0.335,0.527,0,9,100838,15,0,0,West,0.433,0
48,602982,0.338,0.604,0,1,10000,23,1,1,South,0.691,0
29,603263,0.182,0.705,0,11,313805,19,1,1,West,0.67,0
38,258221,0.268,0.66,0,3,354536,26,1,0,North,0.935,0
21,465118,0.624,0.374,0,5,235560,22,1,1,South,0.766,0
22,519179,0.156,0.25,1,11,10000,7,0,1,North,0.665,0
37,703369,0.443,0.59,0,1,193495,7,1,0,West,0.52,0
43,715337,0.364,0.513,1,7,325841,15,1,1,South,0.693,0
60,454670,0.676,0.603,1,10,117080,9,0,0,North,0.991,0
27,717217,0.344,0.218,1,2,294353,20,1,1,North,0.757,0
62,554480,0.097,0.513,0,8,516143,7,1,1,North,0.799,1
32,120000,0.575,0.646,0,9,185225,13,0,1,North,0.329,0
27,478824,0.406,0.693,1,9,82579,22,0,1,South,0.838,0
55,869747,0.529,0.299,1,3,283822,15,0,0,North,0.714,0
58,179548,0.242,0.464,0,8,663111,13,0,1,West,0.703,1
50,628172,0.185,0.692,1,7,401016,29,1,0,East,0.726,0
26,996315,0.773,0.391,2,5,10000,17,0,0,West,0.73,0
26,409846,0.314,0.926,1,6,571185,22,0,1,West,0.661,0
40,600537,0.945,0.256,0,11,217174,15,0,0,West,0.626,0
43,273995,0.248,0.388,0,1,253250,19,1,1,North,0.49,0
69,1006807,0.458,0.709,2,7,42226,25,0,0,South,0.645,0
35,579166,0.367,0.639,0,7,329665,5,0,1,Central,0.867,0
30,611656,0.312,0.503,2,6,10000,17,1,1,West,0.616,0
67,938575,0.179,0.663,0,10,74683,9,0,1,East,0.819,0
28,765369,0.165,0.521,0,7,421589,29,0,0,East,0.539,0
22,381092,0.483,0.405,0,10,325336,13,1,1,South,0.497,0
41,438180,0.619,0.735,0,9,149243,17,1,1,West,0.636,0
40,723732,0.332,0.276,1,9,261196,1,1,1,Central,0.839,0
51,443969,0.388,0.866,1,7,439442,15,1,0,East,0.48,0
64,120000,0.556,0.09,1,1,376580,12,0,1,Central,0.966,0
66,586689,0.177,0.404,0,1,432426,1,1,0,West,1.0,0
35,229946,0.775,0.612,0,6,62394,0,0,1,West,0.806,0
69,1004070,0.685,0.499,1,4,158482,12,1,1,East,0.62,0
52,644196,0.621,0.836,1,3,687077,25,0,1,South,0.629,0
24,373706,0.1,0.864,2,6,220665,10,1,1,South,0.597,0
66,425341,0.31,0.788,0,6,208081,25,0,1,South,0.597,0
27,127650,0.281,0.785,1,2,324547,17,0,0,East,0.667,1
49,325134,0.049,0.14,2,6,344109,18,1,0,East,0.426,1
59,854080,0.075,0.245,1,10,100508,10,0,0,South,0.752,0
33,1157946,0.146,0.572,0,2,10000,22,1,1,South,0.53,0
34,781599,0.256,0.426,0,9,235668,9,1,0,South,0.571,0
44,576989,0.245,0.691,2,9,296140,20,0,0,East,0.586,0
64,492010,0.645,0.642,0,9,10000,29,0,1,North,0.754,1
31,360876,0.03,0.66,2,2,353334,17,0,0,West,0.866,0
53,1114941,0.59,0.348,2,6,367106,9,0,1,Central,0.548,0
43,552812,0.108,0.177,1,11,494534,13,1,1,North,0.881,1
26,1128907,0.201,0.117,0,4,80446,25,0,0,West,0.531,0
55,948379,0.495,0.492,0,6,373475,15,0,1,South,0.591,0
61,164800,0.172,0.305,1,10,410334,24,1,1,North,0.835,1
49,433511,0.133,0.237,3,7,595549,26,1,0,West,0.451,0
29,432738,0.174,0.369,1,4,470364,9,1,1,West,0.617,0
28,580038,0.252,0.454,0,2,511236,4,1,1,West,0.561,0
41,584921,0.419,0.903,1,7,330467,11,1,1,North,0.631,0
45,1349059,0.54,0.631,1,6,209638,5,0,1,North,0.597,1
48,330693,0.157,0.765,2,4,553951,22,0,1,West,0.439,0
32,657242,0.547,0.506,0,4,46156,17,1,1,South,0.791,0
45,754126,0.379,0.784,2,11,605110,11,1,0,South,0.752,0
35,599606,0.078,0.837,1,7,458345,24,0,1,West,0.834,0
54,627545,0.298,0.551,0,8,232744,1,1,1,South,0.639,0
60,338797,0.527,0.366,0,1,10000,2,0,0,South,0.686,0
52,626621,0.412,0.618,0,11,285931,15,0,0,Central,0.834,0
21,727849,0.528,0.8,1,4,172984,6,0,1,East,0.734,0
69,681900,0.357,0.285,0,11,10000,15,0,0,South,0.836,0
22,742550,0.666,0.39,0,11,185693,4,0,1,East,0.825,0
69,953151,0.209,0.661,1,3,480610,9,1,0,South,0.707,0
22,834241,0.38,0.699,1,4,298013,17,0,1,West,0.714,0
46,617823,0.472,0.731,0,9,251732,1,0,1,East,0.69,0
26,307060,0.68,0.719,3,6,10000,11,0,1,West,0.714,0
25,449998,0.205,0.786,3,6,263511,13,1,1,Central,0.618,0
54,545092,0.134,0.69,1,5,614738,24,1,0,South,0.751,0
56,663086,0.408,0.653,1,7,307533,28,0,1,North,0.728,0
26,480416,0.112,0.945,1,8,227696,3,1,1,West,0.61,0
68,366066,0.054,0.556,1,6,449549,27,1,0,South,0.758,0
36,302950,0.219,0.225,3,7,553083,29,1,1,South,0.885,0
36,187205,0.486,0.476,0,1,576093,25,1,1,South,0.701,0
35,541262,0.103,0.357,1,5,368876,19,1,1,Central,0.71,1
43,232583,0.252,0.277,1,8,10000,11,0,0,East,0.728,0
29,349868,0.226,0.524,1,9,498406,3,0,1,West,0.414,1
41,501524,0.944,0.551,0,6,221505,5,0,0,North,0.645,0
31,266020,0.081,0.055,1,8,194699,29,1,0,South,1.0,0
23,694938,0.805,0.067,1,2,105200,29,1,1,South,0.706,0
39,785055,0.266,0.587,0,7,408468,21,0,0,North,0.565,0
53,462643,0.209,0.173,0,8,491406,25,1,1,East,0.694,1
58,490743,0.337,0.487,0,7,166453,15,1,0,North,0.615,0
38,734357,0.756,0.418,0,2,428562,5,0,1,West,0.725,1
36,421501,0.303,0.311,1,10,519854,22,1,0,East,0.727,1
59,404316,0.558,0.561,0,10,373208,12,0,0,East,0.691,0
54,899124,0.072,0.702,0,11,300110,15,0,0,South,0.834,0
61,821046,0.059,0.807,1,1,269524,18,1,1,South,0.518,0
65,750387,0.54,0.607,2,1,168757,24,0,0,South,0.75,0
61,831411,0.212,0.377,2,5,452227,18,1,0,East,0.857,0
66,120000,0.305,0.759,0,11,527893,24,1,0,East,0.658,0
41,938458,0.776,0.698,1,4,326316,19,1,0,South,0.822,0
40,698015,0.255,0.518,0,4,211041,6,1,0,Central,0.666,0
36,852695,0.513,0.503,3,10,398356,28,1,0,South,0.536,0
32,696790,0.214,0.859,0,1,119381,7,1,1,West,0.415,0
57,612231,0.345,0.243,1,9,551494,4,1,0,South,0.617,0
56,531172,0.075,0.376,3,7,528273,24,0,0,North,0.653,0
60,691786,0.59,0.661,0,3,399392,26,1,1,Central,1.0,0
29,522063,0.579,0.705,1,8,214360,7,0,1,West,0.707,0
45,816969,0.593,0.539,0,4,261687,8,0,1,North,0.615,0
31,203385,0.081,0.62,1,10,10000,5,0,0,South,0.78,0
64,464606,0.495,0.364,2,8,146792,16,1,1,West,0.642,0
34,1111205,0.534,0.212,1,1,446968,14,0,0,West,0.855,0
28,443479,0.145,0.774,0,11,145360,16,1,0,East,0.931,1
48,540329,0.43,0.167,0,9,777408,8,1,0,West,0.724,1
64,379354,0.441,0.168,1,5,200710,20,1,1,South,0.433,0
65,683961,0.02,0.879,1,7,114459,9,0,1,West,0.685,0
25,415933,0.207,0.404,1,10,367421,10,1,0,Central,0.676,0
36,553597,0.305,0.607,2,6,376384,13,1,1,North,0.945,0
28,812216,0.14,0.31,1,8,573047,3,1,0,Central,0.767,0
36,425309,0.059,0.882,0,10,248749,11,1,1,Central,0.641,0
47,797152,0.368,0.736,1,8,122313,25,0,1,South,0.91,0
34,805557,0.081,0.217,0,6,183378,8,1,1,West,0.682,0
24,863739,0.233,0.72,0,3,540656,5,1,0,North,0.681,0
45,635135,0.789,0.321,2,3,628212,22,0,0,East,0.625,1
23,1410314,0.06,0.347,0,1,180723,7,0,1,South,0.874,0
32,863633,0.442,0.48,1,6,270018,21,1,1,South,0.619,0
21,681219,0.215,0.697,0,6,576596,2,1,1,Central,0.797,0
25,381018,0.187,0.575,0,5,447071,5,0,0,East,0.76,0
42,575735,0.404,0.402,1,7,182297,15,0,0,West,0.71,0
62,956581,0.196,0.519,1,4,62606,27,1,0,North,0.837,0
58,1027383,0.343,0.678,1,6,164679,18,1,1,West,0.931,0
25,969582,0.608,0.048,2,9,464612,4,1,0,South,0.515,0
22,796298,0.734,0.394,1,5,10000,15,0,1,North,0.676,0
37,286084,0.43,0.557,1,1,335263,1,1,0,West,0.663,0
52,721790,0.406,0.217,0,4,221466,2,1,1,East,0.716,0
57,289649,0.267,0.414,1,5,148201,5,0,1,North,0.613,0
61,228132,0.216,0.459,1,10,197228,25,0,1,East,0.546,0
37,659789,0.186,0.699,1,1,469620,27,0,1,East,0.684,0
29,730799,0.135,0.35,0,2,401114,1,0,1,West,0.853,0
22,825844,0.275,0.314,0,3,501604,10,0,0,North,0.67,0
28,724284,0.112,0.693,0,1,131908,29,0,1,North,0.762,0
24,732896,0.31,0.45,1,11,10000,13,0,0,West,0.93,0
63,353836,0.325,0.423,1,2,331354,11,0,1,South,0.725,0
34,573755,0.149,0.726,0,8,291903,14,0,0,West,0.849,1
61,223220,0.222,0.119,0,5,196497,17,0,0,North,0.862,0
48,120000,0.184,0.844,1,10,10000,6,1,0,East,0.886,1
47,785160,0.374,0.192,0,7,466857,20,0,1,South,1.0,0
43,411718,0.499,0.824,0,10,10000,9,1,1,South,0.681,0
61,818124,0.221,0.215,0,8,436772,15,1,0,Central,0.837,0
23,877086,0.284,0.608,2,10,427666,20,0,0,South,0.733,0
25,445170,0.382,0.778,0,7,415173,25,1,0,South,0.775,0
41,747577,0.08,0.543,1,1,281173,20,1,1,West,0.762,0
40,434710,0.447,0.721,0,7,10000,23,0,0,South,0.879,0
47,138530,0.127,0.412,1,5,10000,0,1,1,East,0.624,0
57,630827,0.074,0.47,2,2,127150,17,0,0,East,0.759,0
49,482281,0.284,0.517,1,5,663927,8,1,0,West,0.509,0
33,489977,0.597,0.617,0,5,485218,0,0,1,North,0.58,1
37,1093835,0.276,0.672,0,11,257759,21,0,0,Central,0.613,0
57,218535,0.234,0.772,0,8,171396,19,1,0,East,0.789,0
30,695717,0.57,0.907,1,9,320589,26,1,1,West,0.763,0
45,351298,0.2,0.764,1,4,463380,23,0,0,South,0.91,0
47,827065,0.188,0.398,1,5,354197,12,0,1,North,0.848,0
57,674607,0.126,0.682,3,3,15899,24,1,1,West,0.698,0
56,694836,0.425,0.312,0,6,581110,10,0,0,South,1.0,0
43,363777,0.607,0.786,0,4,390345,16,1,1,East,0.728,0
36,408603,0.79,0.208,1,4,192885,2,0,0,South,0.49,0
39,831812,0.329,0.212,0,5,364660,10,0,1,North,0.51,1
41,1042699,0.141,0.529,0,11,536957,17,0,1,South,0.805,0
31,720076,0.354,0.731,1,1,371208,10,1,1,Central,0.466,1
51,375644,0.183,0.019,3,10,382395,9,1,0,East,0.727,0
31,684734,0.637,0.579,0,10,600821,11,0,0,East,0.65,0
52,1206868,0.25,0.763,0,3,169462,17,0,1,North,0.986,0
57,625605,0.282,0.309,0,3,102925,20,1,0,West,0.525,0
68,965460,0.496,0.55,1,3,206097,4,0,0,Central,0.849,0
26,414917,0.301,0.231,0,10,468498,21,0,0,North,0.648,0
58,589478,0.626,0.27,0,2,491622,23,0,0,West,0.634,1
25,754891,0.298,0.786,1,1,332298,17,1,0,Central,0.929,0
37,699332,0.618,0.675,1,2,130588,4,1,1,Central,0.623,0
29,408402,0.393,0.514,3,4,656029,22,1,0,East,0.565,0
28,397620,0.441,0.216,0,8,67739,9,1,1,East,0.63,0
29,847071,0.819,0.46,0,6,208383,14,0,1,North,0.549,0
23,897887,0.087,0.517,1,6,159144,5,0,0,East,0.47,0
61,978035,0.162,0.326,0,2,512242,16,1,1,West,0.583,0
23,1050982,0.259,0.529,0,9,264576,27,0,1,North,0.458,0
40,633654,0.407,0.021,0,11,629055,26,1,1,North,0.57,0
55,522200,0.404,0.416,0,5,460151,10,0,1,West,0.567,0
69,937747,0.061,0.47,0,7,113829,15,1,0,Central,0.737,0
62,778267,0.173,0.733,0,4,236635,7,1,1,North,0.506,0
27,354386,0.373,0.316,2,9,193219,8,0,1,North,0.789,1
69,341591,0.485,0.647,2,7,576780,4,1,1,South,0.376,0
53,722982,0.485,0.668,1,4,469224,12,0,1,Central,0.561,0
29,555681,0.199,0.607,1,4,10000,9,0,0,North,0.668,0
42,593392,0.084,0.634,0,3,405014,7,1,1,North,0.639,0
65,868133,0.385,0.483,1,11,287438,6,0,1,Central,0.708,0
40,789759,0.192,0.606,2,10,44938,6,0,0,South,0.498,0
29,932468,0.451,0.418,1,5,134634,3,1,1,East,0.985,0
63,120000,0.079,0.555,0,3,256799,18,1,0,South,0.943,0
67,663349,0.724,0.467,1,3,10000,0,1,1,East,0.31,0
68,773672,0.103,0.769,0,5,344266,0,1,1,East,0.79,0
67,218353,0.227,0.783,1,1,316991,28,1,1,North,0.647,0
63,436276,0.133,0.315,3,9,249162,9,0,0,North,0.681,1
43,389878,0.511,0.49,0,1,307218,0,1,1,North,0.684,0
30,605424,0.332,0.662,1,3,254814,19,0,0,North,0.58,0
51,1006963,0.224,0.761,0,5,75207,15,0,0,North,0.682,0
31,1105647,0.318,0.669,1,8,171887,6,0,0,Central,0.928,0
44,396428,0.267,0.499,0,5,144594,8,1,0,South,0.973,0
53,731639,0.255,0.3,0,11,425961,29,0,1,Central,0.682,0
67,739699,0.176,0.588,0,5,86902,13,0,1,Central,0.456,0
35,696906,0.535,0.486,0,6,189481,18,1,0,South,0.661,0
33,699744,0.086,0.523,0,6,305313,22,1,1,North,0.653,0
57,675935,0.336,0.744,2,3,10000,18,1,0,Central,0.915,0
21,1021892,0.113,0.643,0,7,208854,3,0,1,West,0.518,0
48,875616,0.864,0.728,2,11,304586,16,0,0,South,0.416,1
57,334961,0.299,0.81,2,3,330872,20,1,1,South,0.593,1
47,798930,0.431,0.524,1,11,367592,22,1,1,West,0.797,0
39,823093,0.086,0.505,1,10,145350,29,0,1,West,0.557,0
61,678741,0.087,0.579,1,7,79019,20,1,1,South,0.66,0
39,882856,0.406,0.12,0,9,204130,10,0,1,South,0.809,0
55,647018,0.176,0.633,1,9,336567,25,0,1,West,0.466,0
43,650116,0.474,0.418,1,4,239651,8,0,0,West,0.681,0
22,630310,0.267,0.654,2,9,74401,7,0,0,East,0.733,0
46,120000,0.114,0.769,2,5,740733,22,1,1,North,0.794,1
23,579900,0.484,0.589,2,5,139709,12,1,1,South,0.635,1
66,432937,0.539,0.104,1,11,32547,12,1,1,East,0.928,0
50,303388,0.437,0.937,0,3,159040,16,0,0,North,0.623,0
39,958504,0.491,0.463,1,1,472663,9,0,1,North,0.818,0
44,726051,0.195,0.763,0,1,413896,10,0,1,South,0.865,0
51,592542,0.14,0.713,0,5,656841,13,0,0,East,0.314,0
33,458799,0.161,0.928,1,1,97669,7,0,0,South,0.928,0
35,674042,0.239,0.673,1,11,239523,16,0,1,Central,0.534,0
41,847859,0.644,0.906,2,1,502603,0,1,0,North,0.631,0
33,393258,0.326,0.521,0,9,90111,25,1,1,Central,0.861,0
58,598792,0.43,0.089,3,3,531896,11,1,0,South,0.632,0
26,817016,0.42,0.696,0,9,306935,28,0,1,Central,0.684,0
61,120000,0.082,0.936,0,2,140288,13,1,1,North,0.836,0
38,585607,0.378,0.081,1,11,10000,18,1,1,South,0.722,0
48,492677,0.057,0.317,0,1,404458,24,1,0,South,0.546,0
28,566542,0.362,0.887,2,4,595266,24,0,1,North,0.876,0
39,474592,0.43,0.87,0,7,368008,20,0,1,North,0.749,1
57,634406,0.208,0.227,3,7,379315,11,1,1,South,0.463,0
34,1080906,0.062,0.774,0,4,352721,10,0,1,East,0.679,0
27,519019,0.203,0.66,2,1,484462,20,0,0,East,0.748,0
46,672927,0.46,0.466,0,11,545302,22,1,1,North,0.637,0
28,1098686,0.215,0.575,1,10,10000,17,1,1,West,0.452,0
36,462496,0.014,0.494,1,8,236015,4,0,1,South,0.489,0
43,1053668,0.341,0.534,1,4,176326,15,1,1,West,0.597,0
48,601330,0.501,0.345,0,11,337745,8,0,0,South,0.751,0
52,1045474,0.124,0.526,0,2,220714,17,1,1,South,0.871,0
54,787550,0.539,0.761,0,1,389045,9,0,1,East,0.486,0
62,676777,0.241,0.184,1,9,366782,20,0,1,North,0.609,0
24,583592,0.636,0.379,0,3,10000,0,0,0,North,0.382,0
38,443989,0.494,0.272,1,9,10000,16,0,1,Central,0.691,0
21,618947,0.45,0.511,1,9,451262,26,1,1,South,0.923,0
21,824340,0.303,0.218,2,2,133783,3,1,1,West,0.85,0
31,596722,0.317,0.147,4,7,643737,12,0,0,West,0.656,0
50,520844,0.395,0.214,0,5,470473,26,0,0,North,0.646,0
64,537304,0.318,0.727,1,4,10000,9,0,1,South,0.642,0
58,848119,0.174,0.8,1,6,140529,18,1,1,East,0.651,0
52,906290,0.484,0.405,0,10,347936,22,1,0,West,0.7,0
59,433212,0.546,0.736,0,2,210750,17,1,0,Central,0.641,1
29,432853,0.065,0.121,0,6,265355,15,0,1,North,0.695,0
62,694839,0.344,0.261,0,8,78398,3,1,1,West,0.526,0
64,981883,0.509,0.695,1,11,369094,26,0,0,South,0.763,0
25,886497,0.425,0.292,2,7,303921,19,0,0,South,0.789,0
44,287036,0.356,0.442,1,7,451134,20,0,0,North,1.0,1
61,533981,0.404,0.428,0,2,290338,0,0,1,Central,0.77,0
44,367349,0.171,0.51,0,7,174251,26,1,1,East,0.673,0
62,533121,0.876,0.278,1,11,327406,22,1,0,East,0.937,0
66,1001102,0.11,0.238,0,4,372578,21,1,1,Central,0.907,0
44,244349,0.193,0.57,0,6,300387,5,1,1,South,0.589,0
23,195283,0.409,0.624,0,1,545634,23,1,0,West,0.958,0
37,392861,0.312,0.809,0,4,82854,9,0,1,South,0.748,0
31,671827,0.742,0.344,0,1,481720,12,0,0,South,0.487,0
44,755188,0.176,0.432,1,10,56117,13,0,0,West,0.589,0
49,709362,0.197,0.616,3,4,430594,3,0,0,South,0.605,0
43,893921,0.139,0.849,0,11,10000,3,1,0,Central,0.921,0
30,159228,0.628,0.496,2,10,240190,14,1,1,South,0.725,0
35,897084,0.151,0.592,0,2,490747,18,1,1,East,0.714,0
54,521976,0.592,0.489,2,4,217099,16,1,0,South,0.69,0
22,782873,0.463,0.229,0,5,279184,13,1,0,North,0.996,0
31,269143,0.256,0.391,1,10,352652,7,0,1,East,0.668,0
64,601239,0.237,0.64,1,11,10000,25,0,1,East,0.637,0
25,659067,0.319,0.189,1,11,356403,6,1,0,North,0.877,0
41,888937,0.44,0.122,2,6,105833,7,0,1,South,0.724,0
31,203686,0.554,0.286,2,5,484510,11,1,0,West,0.911,1
26,607688,0.533,0.744,2,2,275132,10,0,1,South,0.637,0
41,328691,0.19,0.502,0,5,348654,12,0,1,East,0.726,0
46,726374,0.7,0.205,2,3,55707,7,0,0,South,0.969,0
29,794304,0.255,0.642,1,10,452530,18,1,0,North,0.625,0
24,921792,0.538,0.768,2,4,286070,17,0,0,East,0.845,0
27,466242,0.261,0.158,3,7,10000,8,1,0,South,0.467,0
52,831806,0.467,0.623,2,3,188426,27,1,1,West,0.81,0
63,940225,0.68,0.253,0,10,424096,2,0,1,South,0.601,0
29,189188,0.431,0.136,1,9,316576,8,1,1,East,0.832,0
36,753086,0.738,0.721,0,8,431501,9,1,0,East,0.531,0
37,839627,0.099,0.82,1,10,216709,8,0,0,West,0.852,0
38,535318,0.268,0.609,1,5,531433,6,0,0,West,0.689,0
32,297306,0.23,0.802,1,11,571116,24,1,0,North,0.76,0
23,835738,0.589,0.532,0,8,10000,18,1,0,North,0.716,0
46,300122,0.412,0.803,0,2,406958,23,0,0,North,0.682,1
38,555412,0.236,0.287,1,1,591825,11,0,0,East,0.599,1
37,589968,0.272,0.174,1,9,384823,15,0,0,South,0.553,0
33,778884,0.818,0.683,1,6,280835,17,1,0,West,0.802,0
66,443342,0.237,0.067,0,11,24095,20,1,1,South,0.527,0
50,428854,0.318,0.417,1,1,227063,10,0,0,South,0.674,0
41,624728,0.085,0.847,0,8,187260,16,0,1,East,0.545,0
31,851597,0.617,0.873,1,7,465302,17,0,0,East,0.645,0
60,1171862,0.363,0.444,0,1,488411,3,0,1,North,0.415,0
64,223129,0.249,0.77,1,9,255930,0,0,1,South,0.874,0
22,678835,0.198,0.29,0,1,99265,28,0,1,West,0.805,0
66,328366,0.32,0.283,0,2,10000,17,0,0,East,0.689,0
55,854702,0.391,0.225,1,11,406910,17,0,0,South,0.724,0
25,365363,0.03,0.641,2,5,389909,1,1,1,Central,0.874,0
57,431337,0.253,0.628,0,10,10000,29,0,1,Central,0.616,0
26,452682,0.413,0.812,1,7,393262,22,1,0,South,0.894,0
23,580950,0.399,0.427,0,6,463657,9,1,1,South,0.591,0
26,680799,0.417,0.491,0,3,10000,27,1,0,West,0.691,0
